Name	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	* Laz / Notes	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transform	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	divide	multiply	add
NoDesc	1	1	1	3	23	2				690	101	ac%		21	30												armo												0	0	0
NoDesc	1	1	1	5	27	4				780	101	ac%		31	40												armo												0	0	0
NoDesc	1	1	1	8	31	6				870	101	ac%		41	50												armo												0	0	0
NoDesc	1	1	1	10	35	8				960	101	ac%		51	60												armo												0	0	0
NoDesc	1	1	1	12	39	10				945	101	ac%		61	70												armo												0	0	0
NoDesc	1	1	1	15	43	12				1026	101	ac%		71	80												armo												0	0	0
NoDesc	1	1	1	17	47	14				1107	101	ac%		81	90												armo												0	0	0
NoDesc	1	1	1	20	51	16				1188	101	ac%		91	100												armo												0	0	0
NoDesc	1	1	1	22	55	18				1128	101	ac%		101	110												armo												0	0	0
NoDesc	1	1	1	24	59	20				1200	101	ac%		111	120												armo												0	0	0
NoDesc	1	1	1	27	63	22				1272	101	ac%		121	130												armo												0	0	0
NoDesc	1	1	1	29	67	24				1344	101	ac%		131	140												armo												0	0	0
NoDesc	1	1	1	32	71	26				1423	101	ac%		141	150												armo												0	0	0
NoDesc	1	1	1	34	75	28				1509	101	ac%		151	160												armo												0	0	0
NoDesc	1	1	1	36	79	30				1603	101	ac%		161	170												armo												0	0	0
NoDesc	1	1	1	39	83	32				1706	101	ac%		171	180												armo												0	0	0
NoDesc	1	1	1	41	87	34				1819	101	ac%		181	190												armo												0	0	0
NoDesc	1	1	1	44	90	36				1943	101	ac%		191	200												armo												0	0	0
NoDesc	1	1	1	46	90	38				2079	101	ac%		201	210												armo												0	0	0
NoDesc	1	1	1	48	90	40				2228	101	ac%		211	220												armo												0	0	0
NoDesc	1	1	1	51	90	42				2391	101	ac%		221	230												armo												0	0	0
NoDesc	1	1	1	53	90	44				2570	101	ac%		231	240												armo												0	0	0
NoDesc	1	1	1	56	90	46				2766	101	ac%		241	250												armo												0	0	0
NoDesc	1	1	1	58		48				2981	101	ac%		251	260												armo												0	0	0
NoDesc	1	1	1	60		50				3217	101	ac%		261	270												armo												0	0	0
NoDesc	1	1	1	63		52				3476	101	ac%		271	280												armo												0	0	0
NoDesc	1	1	1	65		54				3760	101	ac%		281	300												armo												0	0	0
NoDesc	1	1	1	80		66				4072	101	ac%		301	350												armo												0	0	0
NoDesc	1	1	1	19	68	16				301	102	allskills		1	1												amul	circ	tors					stor					0	0	0
NoDesc	1	1	1	38		32				469	102	allskills		2	2												amul	circ	tors					stor					0	0	0
NoDesc	1	1	1	80		66				833	102	allskills		3	3												amul	circ											0	0	0
NoDesc	1	1	1	36		30				455	102	allskills		1	1												ring												0	0	0
NoDesc	1	1	1	8	33	7				630	102	ama		1	1												bow	spea	jave	scep	xbow	azhm	azsd	nxbw	dbow	pspe			0	0	0
NoDesc	1	1	1	24	58	20				1029	102	ama		2	2												bow	spea	jave	scep	xbow	azhm	azsd	nxbw	dbow	pspe			0	0	0
NoDesc	1	1	1	39	83	32				1428	102	ama		3	3												bow	spea	jave	scep	xbow	azhm	azsd	nxbw	dbow	pspe			0	0	0
NoDesc	1	1	1	54		45				1827	102	ama		4	4												bow	spea	jave	scep	xbow	azhm	azsd	nxbw	dbow	pspe			0	0	0
NoDesc	1	1	1	48		40				1659	102	ama		1	1												glov	misl											0	0	0
NoDesc	1	1	1	7	30	6				644	102	ass		1	1												nagi												0	0	0
NoDesc	1	1	1	17	47	14				943	102	ass		2	2												nagi												0	0	0
NoDesc	1	1	1	28	65	23				1242	102	ass		3	3												nagi												0	0	0
NoDesc	1	1	1	38	82	32				1541	102	ass		4	5												nagi												0	0	0
NoDesc	1	1	1	48		40				1840	102	ass		6	7												nagi												0	0	0
NoDesc	1	1	1	59		49				2139	102	ass		8	10												nagi												0	0	0
NoDesc	1	1	1	8	33	7				630	102	ass		1	1												h2h	ishd	pole					nknf	scyh	nagi			0	0	0
NoDesc	1	1	1	24	58	20				1029	102	ass		2	2												h2h	ishd	pole					nknf	scyh	nagi			0	0	0
NoDesc	1	1	1	39	83	32				1428	102	ass		3	3												h2h	ishd	pole					nknf	scyh	nagi			0	0	0
NoDesc	1	1	1	54		45				1827	102	ass		4	4												h2h	ishd	pole					nknf	scyh	nagi			0	0	0
NoDesc	1	1	1	48		40				1659	102	ass		1	1												boot	tkni											0	0	0
NoDesc	1	1	1	8	33	7				630	102	bar		1	1												bswd	baxe	pole					scyh	nagi				0	0	0
NoDesc	1	1	1	24	58	20				1029	102	bar		2	2												bswd	baxe	pole					scyh	nagi				0	0	0
NoDesc	1	1	1	39		32				1428	102	bar		3	3												bswd	baxe	pole					scyh	nagi				0	0	0
NoDesc	1	1	1	54		45				1827	102	bar		4	4												bswd	baxe	pole					scyh	nagi				0	0	0
NoDesc	1	1	1	8	33	7				630	102	bar		1	1												swor	axe	phlm	basd				bswd	baxe	scrd			0	0	0
NoDesc	1	1	1	39		32				1428	102	bar		2	2												swor	axe	phlm	basd				bswd	baxe	scrd			0	0	0
NoDesc	1	1	1	48		40				1659	102	bar		1	1												belt	shie						ashd	ishd	basd	azsd	head	0	0	0
NoDesc	1	1	1	7	30	6				644	102	dru		1	1												dstf	dbow											0	0	0
NoDesc	1	1	1	17	47	14				943	102	dru		2	2												dstf	dbow											0	0	0
NoDesc	1	1	1	28	65	23				1242	102	dru		3	3												dstf	dbow											0	0	0
NoDesc	1	1	1	38	82	32				1541	102	dru		4	4												dstf	dbow											0	0	0
NoDesc	1	1	1	48		40				1840	102	dru		5	5												dstf	dbow											0	0	0
NoDesc	1	1	1	59		49				2139	102	dru		6	6												dstf	dbow											0	0	0
NoDesc	1	1	1	64		53				2277	102	dru		7	7												dstf												0	0	0
NoDesc	1	1	1	68		57				2415	102	dru		8	8												dstf												0	0	0
NoDesc	1	1	1	73		61				2553	102	dru		9	9												dstf												0	0	0
NoDesc	1	1	1	78		65				2691	102	dru		10	12												dstf												0	0	0
NoDesc	1	1	1	8	33	7				630	102	dru		1	1												bow	xbow	pelt	axe	knif			abow	nxbw	tkni	nknf	baxe	0	0	0
NoDesc	1	1	1	24	58	20				1029	102	dru		2	2												bow	xbow	pelt	axe	knif			abow	nxbw	tkni	nknf	baxe	0	0	0
NoDesc	1	1	1	39		32				1428	102	dru		3	3												bow	xbow	pelt	axe	knif			abow	nxbw	tkni	nknf	baxe	0	0	0
NoDesc	1	1	1	54		45				1827	102	dru		4	4												bow	xbow	pelt	axe	knif			abow	nxbw	tkni	nknf	baxe	0	0	0
NoDesc	1	1	1	8	33	7				630	102	dru		1	1												club							pclb	pmac				0	0	0
NoDesc	1	1	1	24		20				1029	102	dru		2	2												club							pclb	pmac				0	0	0
NoDesc	1	1	1	48		40				1659	102	dru		1	1												helm	misl						pelt	phlm	azhm	circ	pzhm	0	0	0
NoDesc	1	1	1	7	30	6				644	102	nec		1	1												nstf	nscy											0	0	0
NoDesc	1	1	1	17	47	14				943	102	nec		2	2												nstf	nscy											0	0	0
NoDesc	1	1	1	28	65	23				1242	102	nec		3	3												nstf	nscy											0	0	0
NoDesc	1	1	1	38	82	32				1541	102	nec		4	4												nstf	nscy											0	0	0
NoDesc	1	1	1	48		40				1840	102	nec		5	5												nstf	nscy											0	0	0
NoDesc	1	1	1	59		49				2139	102	nec		6	6												nstf	nscy											0	0	0
NoDesc	1	1	1	64		53				2277	102	nec		7	7												nstf												0	0	0
NoDesc	1	1	1	68		57				2415	102	nec		8	8												nstf												0	0	0
NoDesc	1	1	1	73		61				2553	102	nec		9	9												nstf												0	0	0
NoDesc	1	1	1	78		65				2691	102	nec		10	12												nstf												0	0	0
NoDesc	1	1	1	8	33	7				630	102	nec		1	1												wand	head	nxbw	scyh	staf	nknf		nscy	nstf	dstf	nagi		0	0	0
NoDesc	1	1	1	24	58	20				1029	102	nec		2	2												wand	head	nxbw	scyh	staf	nknf		nscy	nstf	dstf	nagi		0	0	0
NoDesc	1	1	1	39	83	32				1428	102	nec		3	3												wand	head	nxbw	scyh	staf	nknf		nscy	nstf	dstf	nagi		0	0	0
NoDesc	1	1	1	54		45				1827	102	nec		4	4												wand	head	nxbw	scyh	staf	nknf		nscy	nstf	dstf	nagi		0	0	0
NoDesc	1	1	1	48		40				1659	102	nec		1	1												boot	misl	knif					nknf	tkni				0	0	0
NoDesc	1	1	1	8	33	7				630	102	pal		1	1												scep	ashd	pclb	pmac	pham	pspe	pzhm						0	0	0
NoDesc	1	1	1	24	58	20				1029	102	pal		2	2												scep	ashd	pclb	pmac	pham	pspe	pzhm						0	0	0
NoDesc	1	1	1	39		32				1428	102	pal		3	3												scep	ashd	pclb	pmac	pham	pspe	pzhm						0	0	0
NoDesc	1	1	1	54		45				1827	102	pal		4	4												scep	ashd	pclb	pmac	pham	pspe	pzhm						0	0	0
NoDesc	1	1	1	8	33	7				630	102	pal		1	1												shie							azsd	ishd	head	basd		0	0	0
NoDesc	1	1	1	39		32				1428	102	pal		2	2												shie							azsd	ishd	head	basd		0	0	0
NoDesc	1	1	1	48		40				1659	102	pal		1	1												belt	glov											0	0	0
NoDesc	1	1	1	7	30	6				644	102	sor		1	1												staf							dstf	nstf				0	0	0
NoDesc	1	1	1	17	47	14				943	102	sor		2	2												staf							dstf	nstf				0	0	0
NoDesc	1	1	1	28	65	23				1242	102	sor		3	3												staf							dstf	nstf				0	0	0
NoDesc	1	1	1	38	82	32				1541	102	sor		4	4												staf							dstf	nstf				0	0	0
NoDesc	1	1	1	48		40				1840	102	sor		5	5												staf							dstf	nstf				0	0	0
NoDesc	1	1	1	59		49				2139	102	sor		6	6												staf							dstf	nstf				0	0	0
NoDesc	1	1	1	64		53				2277	102	sor		7	7												staf							dstf	nstf				0	0	0
NoDesc	1	1	1	68		57				2415	102	sor		8	8												staf							dstf	nstf				0	0	0
NoDesc	1	1	1	73		61				2553	102	sor		9	9												staf							dstf	nstf				0	0	0
NoDesc	1	1	1	78		65				2691	102	sor		10	12												staf							dstf	nstf				0	0	0
NoDesc	1	1	1	8	33	7				630	102	sor		1	1												orb	stor	scrd										0	0	0
NoDesc	1	1	1	24	58	20				1029	102	sor		2	2												orb	stor	scrd										0	0	0
NoDesc	1	1	1	39		32				1428	102	sor		3	3												orb	stor	scrd										0	0	0
NoDesc	1	1	1	54		45				1827	102	sor		4	5												orb	stor	scrd										0	0	0
NoDesc	1	1	1	8	33	7				630	102	sor		1	1												crsd							scrd					0	0	0
NoDesc	1	1	1	39		32				1428	102	sor		2	2												crsd							scrd					0	0	0
NoDesc	1	1	1	48		40				1659	102	sor		1	1												glov												0	0	0
NoDesc	1	1	1	7	30	6				168	103	balance3		5	5												tors	belt	spea	pelt	ashd	basd	azsd						0	0	0
NoDesc	1	1	1	17	47	14				246	103	balance3		10	10												tors	belt	spea	pelt	ashd	basd	azsd						0	0	0
NoDesc	1	1	1	28	65	23				324	103	balance3		15	15												tors	belt	spea	pelt	ashd	basd	azsd						0	0	0
NoDesc	1	1	1	38	82	32				402	103	balance3		20	20												tors	belt	spea	pelt	ashd	basd	azsd						0	0	0
NoDesc	1	1	1	48	90	40				480	103	balance3		25	25												tors	belt	spea	pelt	ashd	basd	azsd						0	0	0
NoDesc	1	1	1	59		49				558	103	balance3		30	30												tors	belt	spea	pelt	ashd	basd	azsd						0	0	0
NoDesc	1	1	1	69		58				636	103	balance3		35	35												tors	belt	spea	pelt	ashd	basd	azsd						0	0	0
NoDesc	1	1	1	12	38	10				68	103	balance3		5	5												glov	amul	boot	pzhm									0	0	0
NoDesc	1	1	1	25	61	21				102	103	balance3		10	10												glov	amul	boot	pzhm									0	0	0
NoDesc	1	1	1	39	83	32				136	103	balance3		15	15												glov	amul	boot	pzhm									0	0	0
NoDesc	1	1	1	52		44				170	103	balance3		20	20												glov	amul	boot	pzhm									0	0	0
NoDesc	1	1	1	20	51	16				88	103	balance3		5	5												ring												0	0	0
NoDesc	1	1	1	37	81	31				132	103	balance3		10	10												ring												0	0	0
NoDesc	1	1	1	7	30	6				168	104	block3		5	5												shld	scep											0	0	0
NoDesc	1	1	1	17	47	14				246	104	block3		10	10												shld	scep											0	0	0
NoDesc	1	1	1	28	65	23				324	104	block3		15	15												shld	scep											0	0	0
NoDesc	1	1	1	38	82	32				402	104	block3		20	20												shld	scep											0	0	0
NoDesc	1	1	1	48	90	40				480	104	block3		25	25												shld	scep											0	0	0
NoDesc	1	1	1	59		49				558	104	block3		30	30												shld	scep											0	0	0
NoDesc	1	1	1	69		58				636	104	block3		35	35												shld	scep											0	0	0
NoDesc	1	1	1	12	38	10				68	104	block3		5	5												glov	amul	pzhm										0	0	0
NoDesc	1	1	1	25	61	21				102	104	block3		10	10												glov	amul	pzhm										0	0	0
NoDesc	1	1	1	39	83	32				136	104	block3		15	15												glov	amul	pzhm										0	0	0
NoDesc	1	1	1	52		44				170	104	block3		20	20												glov	amul	pzhm										0	0	0
NoDesc	1	1	1	20	51	16				88	104	block3		5	5												ring												0	0	0
NoDesc	1	1	1	37	81	31				132	104	block3		10	10												ring												0	0	0
