"A4Q2ExpansionSuccessTyrael"	"37\nДа восславится Свет! Ты творишь\nчудеса!\n\nДьябло и Мефистофель низвергнуты в\nЧерную Бездну, породившую их, а\nразвращенные Камни души больше не\nсуществуют.\n\nТем не менее, пока тебе приходилось\nсражаться, Баал оставался в тени в\nцарстве мертвых и наращивал полчища\nадских соратников. Теперь армия\nБаала, сметая все на своем пути,\nстарается отыскать Камень Мира,\nдревний источник всех Камней души и\nих силы. Они уже углубились на\nтерриторию Варваров и направляются\nпрямо к вершине горы Арреат!\n\nО, смертное создание, Баал знает,\nчто делает! Именно там находится\nблагословенный Камень Мира!\n\nА теперь заходи скорее в портал,\nкоторый я для тебя открыл. Он\nприведет тебя в город варваров\nХаррогат, последний бастион порядка\nна склонах Арреата.\n"
"A4Q2ExpansionSuccessCain"	"34\nЯ знал, что в тебе кроется\nнеобыкновенная сила, мой друг. Тебе\nудалось проделать фантастическую\nработу.\n\nХотя мои предки всю жизнь сражались\nпротив Трех Зол и их приспешников,\nя напротив всегда жил в\nзатворничестве и посвящал себя\nнауке. Я очень рад, что моя\nмудрость помогла тебе.\n\nА теперь я хочу покинуть это место.\nХотя Небесными Вратами очень\nприятно любоваться, я надеюсь, что\nмне не доведется их снова увидеть\nеще очень, очень много лет.\n\nПожалуйста, поговори с Тираэлем,\nчтобы покинуть это место\nнезамедлительно!\n"
"AncientsAct5IntroGossip1"	"30\nМы - духи Нефалемов, Древних. Нас\nвыбрали, чтобы мы охраняли\nсвященную Гору Арреат, где покоится\nсвященный Камень Мира. Не многие\nдостойны увидеть его, еще меньше\nмогут понять его истинное\nназначение.\n\nПрежде, чем войти, тебе придется\nсразиться с нами.\n"
"CainAct5IntroGossip1"	"40\nЯ удивлен, что это место совершенно\nне изменилось. Все остальные места,\nгде прошел Баал, Владыка\nРазрушения, лежат в руинах. \n\nОчевидно, что эти Варвары -\nнастоящие легендарные стражи Горы\nАрреат. Они - гордый, трудолюбивый\nнарод. Не думай, что тебя примут с\nпочестями - там редко бывают\nчужестранцы.\n\nВозможно, я смогу завоевать их\nрасположение. Я пообщаюсь с людьми\nи постараюсь их лучше понять. Я\nрасскажу тебе о том, что смогу\nразузнать.\n"
"CainAct5Gossip1"	"40\nДля порождений Ада размер не имеет\nзначения. Демоны в два раза меньше,\nчем люди, могут убить одним\nпальцем, а стаи адских животных\nмогут просто растоптать любого, кто\nвстретится у них на пути.\n"
"CainAct5Gossip2"	"50\nХотя эти Варвары известны во всех\nкоролевствах как отважные войны,\nони также способны к великому\nсостраданию.\n\nНа всем протяжении их истории они\nготовились к битве, которая\nсогласно их легендам, решит судьбу\nвсего мира.\n"
"CainAct5Gossip3"	"40\nАнгел Тираэль на всем протяжении\nистории следил за стражниками\nАрреата. Я не думаю, что Баал и\nТираэль схлестнулись в бою из-за\nкучки жалких душонок.\n\nОни здесь, чтобы разрешить конфликт\nнастолько древний, как само время.\n"
"CainAct5Gossip4"	"38\nКогда я был членом Хорадриума, мы\nвсегда спорили о судьбе Горы\nАрреат.\n\nМы знали, что варварские кланы\nвсегда охраняли гору с таким\nрвением, как будто это - их святой\nдолг. Однако многие говорили, что\nих усердие - это просто\nпредрассудок... в сочетании с\nврожденной враждебностью к\nчужестранцам.\n\nТе из Хорадримов, кто поднимались\nна Арреат, больше никогда не\nвозвращались... но все же я думаю,\nчто они не погибли от рук Варваров.\n"
"CainAct5Gossip5"	"39\nВсе, кто практикуют магические\nискусства, знают о Горе Арреат, но\nнемногие понимают ее настоящую\nприроду. Она связана с непостижимой\nмагией.\n\nТо, что Лорд Разрушения направился\nна нее для достижения своих целей,\nне сулит ничего хорошего. Я боюсь\nза наш мир, если Баал найдет то,\nчто он ищет.\n"
"CainAct5Gossip6"	"48\nЯ потратил десятки лет, пытаясь\nпостичь силы, которые управляют\nэтим миром. Но пред лицом того, что\nсейчас происходит, я осознаю,\nнасколько скудны мои знания.\n\nВ чем смогу, я помогу тебе.\n"
"CainAct5Gossip7"	"47\nХотя Совет старейшин Харрогата\nбольше не существует, у нас есть\nмного молодых способных лидеров,\nкоторые могут занять их места.\n\nУ Ании очевидно достаточно смелости\nи ума, чтобы управлять ими всеми,\nесли им удастся выжить в этой\nкатастрофе.\n"
"CainAct5Gossip8"	"50\nA, Ания. Прекрасный образец женской\nсилы...\n\nОна напоминает мне священников\nЗакарума, которых я знал в юности.\nЗнаешь, они не принимают обет\nбезбрачия.\n"
"CainAct5Gossip9"	"51\nЧудесно, что в этом городе есть\nтакой замечательный кузнец.\n\nОчевидно, что работа Ларзука\nпрекрасно дополняет твои навыки. По\nправде, он мог бы быть встречен с\nраспростертыми объятиями в\nХорадриме.\n"
"CainAct5Gossip10"	"47\nЯ думаю, что камни душ находятся в\nцентре этого конфликта. Если этот\nдурак Мариус не вмешался бы, Баал\nтак бы и томился в заточении у Тал\nРаша.\n"
"AnyaAct5IntroGossip1"	"49\nТебе удалось доказать мне и моему\nнароду, что у тебя отважная душа.\n\nМы переживаем темные времена.\nНадеюсь, что ты сможешь покончить с\nЦарством Разрушения Баала . \n\nНаш Совет старейшин уничтожен - и\nмой отец, Ауст, вместе с ним.\nЕдинственное, что не дает нам\nисчезнуть, это - обещание отмстить\nБаалу.\n"
"AnyaGossip1"	"51\nТеперь, когда все старейшины\nмертвы, я не знаю, кто поведет наш\nнарод через эти смутные времена. Я\nдолжна быть следующей после моего\nотца, но для меня это слишком\nтяжелая ноша, с которой я не смогу\nсправиться одна. \n\nМы - люди с отважной душой. Я\nсделаю все, что смогу, а остальное\nза меня сделает судьба.\n"
"AnyaGossip2"	"63\nС приспешниками Баала не стоит\nшутить. В своей жажде крови они\nспособны на самопожертвование, лишь\nбы уничтожить все вокруг них.\n"
"AnyaGossip3"	"50\nМногие чужестранцы думают, что\nфантастические легенды о наших\nпредках, Древних, - простые байки.\nТем не менее, я думаю все же, что\nДревние были больше, чем люди - что\nчеловечество сейчас совсем не то,\nчто было раньше.\n"
"AnyaGossip4"	"57\nКогда я была ребенком, Старейшины\nрассказывали о горе и ее силе... и\nо том, что Варвары обязаны ее\nзащищать.\n\nБаал не просто отнимает у нас гору\n- он отбирает у нас часть того,\nблагодаря чему, мы являемся\nнародом.\n"
